id,F Name,L Name,Gender,Location,Categories,Hit count,Total Views
227,Shanaya,Ahuja,Male,Kerala,"['Ministry of Steel', 'Ministry of Petroleum and Natural Gases', 'Ministry of Company Affairs']",27,92
228,Riya,Bhasin,Others,Gujarat,"['Ministry of Information and Broadcasting', 'Ministry of Commerce and Industry', 'Ministry of Company Affairs']",44,71
229,Sara,Chowdhury,Female,Karnataka,"['Ministry of Defence', ""Prime Minister's Office""]",33,21
230,Aaradhya,Ahluwalia,Male,Himachal Pradesh,"['Ministry of Information and Broadcasting', 'Department of Atomic Energies', 'Ministry of Tourism']",83,24
231,Saanvi,Chowdhury,Male,Odisha,['Ministry of Agriculture and Farmers Welfare'],57,49
232,Sara,Kulkarni,Female,Puducherry,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Petroleum and Natural Gases', 'Ministry of Electronics and IT', 'Ministry of Information and Broadcasting']",20,27
233,Diya,Sachdev,Female,Karnataka,"['Ministry of Science and Technology', 'Department of Atomic Energies']",78,9
234,Ahana,Naidu,Female,Goa,"['Ministry of Information and Broadcasting', 'Ministry of Culture']",68,26
235,Anya,Kaur,Female,Jammu and Kashmir,['PM Speech'],70,8
236,Aarav,Kohli,Male,Punjab,['Ministry of Steel'],75,21
237,Anya,Bakshi,Male,Meghalaya,"['Ministry of Petroleum and Natural Gases', 'Ministry of Company Affairs']",94,45
238,Ishaan,Datta,Male,Rajasthan,"['Ministry of Electronics and IT', 'Ministry of Steel', 'Ministry of External Affairs', 'Ministry of Civil Aviation']",1,15
239,Kabir,Bakshi,Female,Daman and Diu,"['Ministry of Defence', 'Ministry of Commerce and Industry', 'Ministry of Tribal Affairs', 'Ministry of Coal']",38,69
240,Anaya,Khanna,Female,Chandigarh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Company Affairs', 'Ministry of Tribal Affairs']",66,50
241,Aaradhya,Jha,Female,Uttar Pradesh,"['Ministry of Housing and Urban Affairs', 'Ministry of Petroleum and Natural Gases', 'Ministry of Company Affairs']",28,12
242,Ahana,Chawla,Male,Andhra Pradesh,['Ministry of Information and Broadcasting'],7,94
243,Ahana,Kulkarni,Male,Madhya Pradesh,"['Ministry of Coal', 'Ministry of Communications', 'UPSC']",67,5
244,Ritvik,Kapoor,Female,Himachal Pradesh,['AYUSH'],25,42
245,Aditya,Datta,Female,Maharashtra,['Ministry of Power'],3,48
246,Aaradhya,Chandra,Male,Sikkim,"['AYUSH', 'Ministry of Electronics and IT', 'Ministry of Law and Justice']",49,34
247,Aarohi,Gupta,Female,Manipur,['Ministry of Science and Technology'],87,44
248,Myra,Ahluwalia,Male,Sikkim,['Ministry of Company Affairs'],22,76
249,Mohammed,Apte,Male,Goa,"['Ministry of Law and Justice', 'Ministry of Defence']",35,62
250,Advik,Ahluwalia,Female,Arunachal Pradesh,['Ministry of Science and Technology'],15,82
251,Kabir,Parekh,Male,Uttar Pradesh,"['Ministry of Culture', 'Ministry of Power', 'Ministry of Youth Affairs and Sports']",60,70
252,Saanvi,Purohit,Female,Daman and Diu,"['Department of Atomic Energies', 'Ministry of Commerce and Industry']",78,72
253,Kabir,Apte,Female,Delhi,"['Ministry of Culture', 'Ministry of Youth Affairs and Sports', 'Ministry of Science and Technology']",26,40
254,Advik,Bhasin,Male,Arunachal Pradesh,['Ministry of Electronics and IT'],50,50
255,Anaya,Jha,Male,Himachal Pradesh,"['Ministry of Tribal Affairs', ""Prime Minister's Office"", 'Ministry of Petroleum and Natural Gases', 'Ministry of Science and Technology']",21,31
256,Shanaya,Chawla,Male,Bihar,"['Ministry of Civil Aviation', 'Ministry of Law and Justice', 'Ministry of Science and Technology', 'Ministry of Tourism']",51,79
257,Navya,Saraf,Male,Gujarat,"[""Prime Minister's Office"", 'Ministry of Company Affairs']",30,36
258,Aarohi,Das,Female,Odisha,['Ministry of Science and Technology'],24,63
259,Advaith,Khurana,Male,Andhra Pradesh,"['Ministry of Commerce and Industry', 'Ministry of Coal']",72,57
260,Ananya,Khurana,Male,Haryana,"['Ministry of Power', 'Ministry of Civil Aviation', 'Ministry of Defence', 'Ministry of Communications']",43,23
261,Vivaan,Ahuja,Female,Delhi,['Ministry of Information and Broadcasting'],12,58
262,Myra,Mehta,Female,Tamil Nadu,['Ministry of Science and Technology'],79,63
263,Ahana,Mehta,Male,Chandigarh,"['Ministry of Defence', 'Ministry of Commerce and Industry', 'Ministry of Power']",85,45
264,Diya,Khurana,Male,Nagaland,"['Ministry of Steel', 'Ministry of External Affairs', 'Ministry of Company Affairs']",58,71
265,Aarav,Chandra,Female,Uttarakhand,['Ministry of Defence'],40,63
266,Vivaan,Laghari,Male,Madhya Pradesh,"['Ministry of Power', 'Ministry of Tourism']",18,8
267,Mohammed,Gokhale,Male,Meghalaya,"['Ministry of Steel', 'Ministry of External Affairs']",81,61
268,Riya,Datta,Female,Mizoram,"[""Prime Minister's Office"", 'Ministry of External Affairs']",96,38
269,Iraa,Das,Female,Manipur,['Ministry of Civil Aviation'],50,41
270,Aaryan,Chandra,Male,Odisha,['Ministry of Communications'],57,46
271,Kabir,Purohit,Male,Delhi,['Ministry of Petroleum and Natural Gases'],50,83
272,Shanaya,Mehta,Male,Telangana,"['Ministry of Power', 'Ministry of Culture', 'Ministry of Tourism', 'Ministry of Housing and Urban Affairs']",52,44
273,Anika,Chawla,Male,Lakshadweep,"['Ministry of Power', 'AYUSH', 'Ministry of Coal']",86,95
274,Kian,Dubey,Male,Puducherry,['Ministry of Culture'],30,54
275,Siya,Sachdev,Female,West Bengal,"['Ministry of Culture', 'Ministry of Power', 'Ministry of External Affairs']",80,9
276,Anaya,Thakur,Female,Tripura,"['Ministry of Youth Affairs and Sports', 'Ministry of Housing and Urban Affairs', 'Ministry of External Affairs']",90,52
277,Shanaya,Mehta,Female,Himachal Pradesh,"['Ministry of Defence', 'Ministry of Coal', 'Ministry of External Affairs', 'Department of Atomic Energies']",2,53
278,Mohammed,Bhasin,Female,Tamil Nadu,['Ministry of Petroleum and Natural Gases'],24,61
279,Aarav,Mehta,Female,Gujarat,"['Ministry of Tribal Affairs', 'Ministry of Company Affairs', 'Ministry of Science and Technology']",89,84
280,Aditya,Kumar,Female,Maharashtra,"['Ministry of Youth Affairs and Sports', 'Ministry of Information and Broadcasting']",78,39
281,Aarav,Datta,Female,Nagaland,"['Department of Atomic Energies', 'Ministry of Science and Technology']",28,85
282,Ananya,Ganguly,Male,Manipur,"['Ministry of Petroleum and Natural Gases', 'Ministry of Youth Affairs and Sports', 'PM Speech']",54,95
283,Kabir,Biswas,Male,Tamil Nadu,"['Ministry of Communications', 'Ministry of Tribal Affairs', 'Ministry of Electronics and IT', 'UPSC']",48,46
284,Veer,Purohit,Female,Arunachal Pradesh,"['Ministry of Youth Affairs and Sports', 'Ministry of Law and Justice']",18,69
285,Aarohi,Bakshi,Male,Chhattisgarh,"['Department of Atomic Energies', 'Ministry of Tribal Affairs']",58,63
286,Eva,Naidu,Female,Madhya Pradesh,"['Ministry of Electronics and IT', 'Ministry of External Affairs', 'Ministry of Commerce and Industry']",43,59
287,Prisha,Singh,Female,Goa,"['UPSC', 'Ministry of Tribal Affairs']",63,59
288,Sai,Kumar,Male,Jharkhand,"[""Prime Minister's Office"", 'Ministry of Civil Aviation', 'Ministry of Youth Affairs and Sports']",7,65
289,Darsh,Ahluwalia,Female,Daman and Diu,"['PM Speech', 'Ministry of Housing and Urban Affairs', 'Ministry of Youth Affairs and Sports']",85,92
290,Aarav,Bajwa,Female,Mizoram,"['Ministry of Steel', 'Ministry of Civil Aviation', 'Ministry of Commerce and Industry', 'PM Speech']",71,64
291,Mohammed,Ganguly,Female,Tamil Nadu,"['Ministry of Steel', 'Ministry of Communications', 'Ministry of Youth Affairs and Sports', 'Ministry of External Affairs']",14,26
292,Arnav,Gandhi,Male,Gujarat,"['Ministry of Petroleum and Natural Gases', 'Ministry of Housing and Urban Affairs', 'Ministry of Culture', 'Ministry of Communications']",72,36
293,Aditya,Parekh,Female,Kerala,['Ministry of Housing and Urban Affairs'],60,67
294,Aaradhya,Chandra,Male,Kerala,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Law and Justice']",59,51
295,Anvi,Kapoor,Male,Daman and Diu,"['UPSC', 'Ministry of Electronics and IT', 'Ministry of Power', 'AYUSH']",29,55
296,Prisha,Dubey,Male,Gujarat,"['Ministry of Power', ""Prime Minister's Office"", 'Ministry of Culture', 'Ministry of Steel']",26,92
297,Shanaya,Khatri,Female,Bihar,"['Ministry of Science and Technology', 'Ministry of Agriculture and Farmers Welfare']",10,57
298,Anya,Kohli,Female,Assam,"['Ministry of Steel', 'Ministry of Petroleum and Natural Gases', 'Ministry of Electronics and IT']",92,65
299,Aditya,Kohli,Female,Chhattisgarh,"['PM Speech', 'Ministry of Civil Aviation', 'Ministry of Steel']",16,65
300,Anaya,Naidu,Male,Maharashtra,"['Ministry of Information and Broadcasting', 'Ministry of Science and Technology', 'Ministry of Steel', 'Ministry of Petroleum and Natural Gases']",67,34
301,Vivaan,Singh,Male,Daman and Diu,['Ministry of Science and Technology'],20,96
302,Aayan,Khanna,Male,Karnataka,"['Ministry of Power', 'PM Speech', 'Ministry of Commerce and Industry']",11,68
303,Aaryan,Kulkarni,Male,Dadra and Nagar Haveli,"['Ministry of Coal', 'Ministry of Commerce and Industry', 'Ministry of Youth Affairs and Sports', 'Ministry of External Affairs']",97,67
304,Ishaan,Khanna,Female,Tamil Nadu,"['Ministry of Agriculture and Farmers Welfare', ""Prime Minister's Office"", 'UPSC']",74,57
305,Dhruv,Bedi,Male,Karnataka,"['Department of Atomic Energies', 'Ministry of Agriculture and Farmers Welfare', 'UPSC']",48,83
306,Advik,Anand,Female,Bihar,"['Ministry of Tourism', 'Ministry of Commerce and Industry', 'Ministry of Electronics and IT', 'Ministry of Power']",39,82
307,Siya,Das,Male,West Bengal,"['Ministry of Youth Affairs and Sports', 'Ministry of Commerce and Industry', 'Ministry of Electronics and IT']",15,31
308,Aaryan,Modi,Female,Karnataka,"['Ministry of Communications', 'Ministry of Electronics and IT']",3,21
309,Anaya,Dalal,Male,Bihar,"['Ministry of Electronics and IT', 'Ministry of Coal']",7,53
310,Kyra,Dewan,Male,West Bengal,"['Ministry of Petroleum and Natural Gases', 'Ministry of Power']",30,71
311,Siya,Ahuja,Male,Madhya Pradesh,"['Ministry of Steel', 'Ministry of Tourism', 'Ministry of Civil Aviation', 'Ministry of Youth Affairs and Sports']",7,81
312,Veer,Khanna,Male,Andaman and Nicobar Islands,['Ministry of Petroleum and Natural Gases'],87,40
313,Ritvik,Saraf,Male,Chandigarh,['Ministry of Civil Aviation'],27,95
314,Kabir,Gupta,Female,Telangana,"['Ministry of Coal', 'Ministry of Steel']",89,78
315,Aaryan,Kumar,Male,Haryana,['Ministry of Housing and Urban Affairs'],25,66
316,Vihaan,Parekh,Female,Andaman and Nicobar Islands,['AYUSH'],70,67
317,Shaurya,Gupta,Female,Meghalaya,"['Ministry of Information and Broadcasting', 'UPSC', 'Ministry of External Affairs', 'Ministry of Coal']",9,39
318,Shaurya,Saraf,Female,Assam,"['Ministry of Electronics and IT', 'Ministry of Steel', 'Ministry of Civil Aviation']",40,79
319,Mohammed,Chawla,Male,Tripura,"['Ministry of Power', 'Ministry of Commerce and Industry', 'Ministry of Law and Justice']",63,68
320,Kyra,Chandra,Female,Andaman and Nicobar Islands,"['Ministry of Petroleum and Natural Gases', ""Prime Minister's Office"", 'Department of Atomic Energies']",14,1
321,Aayan,Mehta,Male,Madhya Pradesh,['Ministry of Electronics and IT'],55,85
322,Kabir,Ahuja,Female,Madhya Pradesh,['UPSC'],68,56
323,Aarav,Balakrishna,Male,Rajasthan,"[""Prime Minister's Office"", 'AYUSH', 'Ministry of Information and Broadcasting']",84,45
324,Kyra,Gupta,Male,Manipur,"[""Prime Minister's Office"", 'Ministry of Defence']",54,96
325,Akshara,Kohli,Male,Jammu and Kashmir,"['Ministry of Communications', 'Ministry of Civil Aviation', 'Ministry of Commerce and Industry', 'Ministry of Coal']",87,72
326,Eva,Chakrabarti,Female,Himachal Pradesh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Tourism']",89,25
327,Anvi,Gupta,Male,Dadra and Nagar Haveli,"['Ministry of Defence', 'Ministry of Steel', 'Ministry of Civil Aviation', 'AYUSH']",80,55
328,Saanvi,Chawla,Female,Bihar,"['Ministry of Youth Affairs and Sports', 'Ministry of Electronics and IT']",4,12
329,Aditya,Gill,Female,Bihar,"['Ministry of Culture', 'UPSC']",45,26
330,Aarush,Bhasin,Male,Jharkhand,"['Ministry of Company Affairs', 'Ministry of Agriculture and Farmers Welfare']",73,56
331,Anika,Lal,Male,Odisha,"['UPSC', 'Department of Atomic Energies']",22,70
332,Ahana,Dalal,Female,Tamil Nadu,"['Ministry of External Affairs', 'PM Speech', 'Ministry of Tourism']",80,12
333,Vihaan,Kumar,Male,Chandigarh,['Ministry of Petroleum and Natural Gases'],20,97
334,Diya,Pal,Female,Puducherry,"['Ministry of Communications', 'Ministry of Tribal Affairs', 'AYUSH']",94,65
335,Riya,Gokhale,Male,Telangana,['Department of Atomic Energies'],28,47
336,Veer,Khatri,Male,Manipur,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Information and Broadcasting', 'Ministry of Housing and Urban Affairs']",3,1
337,Diya,Ganguly,Female,Chhattisgarh,"['Ministry of Steel', 'Ministry of Tourism']",64,22
338,Advik,Jain,Female,Meghalaya,"['Ministry of Petroleum and Natural Gases', 'Ministry of External Affairs']",87,88
339,Krishna,Chakrabarti,Female,Lakshadweep,"['Ministry of Culture', 'Ministry of Youth Affairs and Sports']",75,9
340,Advik,Kumar,Others,Kerala,"['Ministry of Culture', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Communications', 'Ministry of Steel']",91,39
341,Diya,Khurana,Female,Goa,['Ministry of Defence'],64,87
342,Krishna,Kaur,Male,Tripura,"['Ministry of Company Affairs', 'Ministry of Housing and Urban Affairs', 'Ministry of Youth Affairs and Sports']",24,25
343,Dhruv,Dewan,Female,Andaman and Nicobar Islands,"['Ministry of Company Affairs', 'Ministry of External Affairs', 'Ministry of Defence']",21,92
344,Diya,Ahuja,Male,Sikkim,['Ministry of Law and Justice'],32,87
345,Aarav,Basu,Female,Assam,['Ministry of Information and Broadcasting'],98,11
346,Vihaan,Bakshi,Female,Karnataka,"['Ministry of External Affairs', ""Prime Minister's Office""]",13,79
347,Veer,Kumar,Male,Punjab,"['Ministry of Defence', 'Ministry of Tribal Affairs', 'Ministry of Tourism']",7,78
348,Aayan,Parekh,Female,Odisha,"['AYUSH', 'Ministry of Company Affairs', 'Ministry of Tourism', 'Ministry of Steel']",89,90
349,Angel,Biswas,Female,Jammu and Kashmir,"['Ministry of Housing and Urban Affairs', 'Ministry of Agriculture and Farmers Welfare']",72,9
350,Aadhya,Das,Female,Haryana,['Ministry of Law and Justice'],73,64
351,Aadhya,Laghari,Female,Arunachal Pradesh,"['Ministry of Coal', 'Ministry of Law and Justice', 'Ministry of Information and Broadcasting', 'Department of Atomic Energies']",15,81
352,Vivaan,Bakshi,Male,Sikkim,"['UPSC', 'Ministry of Civil Aviation', 'Ministry of Information and Broadcasting', 'Ministry of Tribal Affairs']",51,66
353,Vivaan,Modi,Female,Sikkim,"['Ministry of Steel', 'Ministry of Culture']",72,55
354,Aaradhya,Kulkarni,Male,Assam,['Ministry of Petroleum and Natural Gases'],28,68
355,Iraa,Sachdev,Male,Lakshadweep,"['Ministry of Tourism', 'Ministry of Information and Broadcasting']",99,43
356,Ritvik,Khurana,Male,West Bengal,"['Ministry of Coal', 'Ministry of Housing and Urban Affairs', 'Ministry of Steel']",40,46
357,Anya,Malhotra,Female,Mizoram,['Department of Atomic Energies'],56,75
358,Ahana,Saraf,Male,Uttarakhand,"['PM Speech', 'Ministry of Housing and Urban Affairs', 'Ministry of Electronics and IT', 'Ministry of Communications']",99,26
359,Sara,Gokhale,Male,Himachal Pradesh,"['Ministry of Power', 'Ministry of Electronics and IT']",30,29
360,Kabir,Biswas,Male,Daman and Diu,"['PM Speech', 'Ministry of Commerce and Industry', 'Ministry of Culture']",99,78
361,Atharva,Basu,Male,Telangana,['UPSC'],79,10
362,Shaurya,Kumar,Female,Uttarakhand,"['Ministry of Electronics and IT', 'Ministry of Civil Aviation', 'Ministry of Power', 'Ministry of Law and Justice']",1,15
363,Shaurya,Saraf,Male,Goa,"['Ministry of Communications', 'Ministry of Tourism', 'Ministry of Company Affairs']",47,49
364,Diya,Mani,Others,Maharashtra,"['Ministry of Company Affairs', 'Ministry of Science and Technology']",22,31
365,Arnav,Chakrabarti,Male,Madhya Pradesh,['Ministry of Agriculture and Farmers Welfare'],85,6
366,Anvi,Gokhale,Male,Uttarakhand,['Ministry of Coal'],17,3
367,Kabir,Jain,Male,Uttarakhand,"['Ministry of Law and Justice', 'AYUSH', 'Ministry of Power', 'Ministry of Tourism']",18,57
368,Vivaan,Bakshi,Female,Arunachal Pradesh,['Ministry of Steel'],44,27
369,Vivaan,Jain,Male,Sikkim,"['Ministry of Power', 'Ministry of Tourism', 'Ministry of Agriculture and Farmers Welfare']",40,85
370,Arnav,Pal,Male,Meghalaya,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Defence', 'Ministry of Tourism', 'Ministry of Petroleum and Natural Gases']",63,75
371,Diya,Apte,Female,Manipur,['Ministry of Tourism'],39,28
372,Aarohi,Gandhi,Male,Karnataka,"['Ministry of Agriculture and Farmers Welfare', 'PM Speech', 'Ministry of Company Affairs', 'Ministry of Information and Broadcasting']",21,83
373,Riya,Modi,Male,Gujarat,['Ministry of Steel'],97,60
374,Aaradhya,Chakrabarti,Female,West Bengal,"['Ministry of Steel', 'AYUSH', 'Ministry of Information and Broadcasting', 'UPSC']",96,74
375,Aayan,Anand,Male,Manipur,"['Department of Atomic Energies', 'Ministry of Housing and Urban Affairs', 'Ministry of Tribal Affairs', 'Ministry of External Affairs']",57,56
376,Kabir,Chakrabarti,Male,Gujarat,"['UPSC', 'Ministry of Petroleum and Natural Gases', 'Ministry of External Affairs', 'Ministry of Steel']",46,47
377,Shanaya,Sachdev,Female,Haryana,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Power', 'Ministry of Culture', 'Ministry of Civil Aviation']",90,38
378,Kabir,Parekh,Male,Lakshadweep,"['PM Speech', 'Ministry of Law and Justice', ""Prime Minister's Office""]",40,26
379,Diya,Khatri,Male,Madhya Pradesh,"['Ministry of Communications', 'Ministry of Defence']",2,46
380,Ananya,Bhasin,Female,Lakshadweep,"['Ministry of Science and Technology', 'PM Speech', 'Ministry of Petroleum and Natural Gases', 'Ministry of Communications']",43,41
381,Advik,Khurana,Male,Punjab,['Ministry of Commerce and Industry'],31,9
382,Vihaan,Kohli,Female,Karnataka,"['Ministry of Youth Affairs and Sports', 'UPSC', 'Ministry of Communications', ""Prime Minister's Office""]",53,96
383,Riya,Dubey,Male,Chhattisgarh,"['Ministry of Information and Broadcasting', 'Ministry of Coal', 'Ministry of Law and Justice', 'Ministry of Tourism']",9,16
384,Ananya,Khurana,Male,Dadra and Nagar Haveli,"['Ministry of Electronics and IT', 'PM Speech', 'Department of Atomic Energies']",83,2
385,Pari,Apte,Female,Telangana,"['Ministry of Power', ""Prime Minister's Office""]",11,60
386,Aayan,Chawla,Female,Kerala,"['Ministry of Company Affairs', 'Ministry of External Affairs', 'Ministry of Culture', 'Ministry of Commerce and Industry']",33,50
387,Ritvik,Gandhi,Female,Chandigarh,"[""Prime Minister's Office"", 'UPSC', 'Ministry of Defence']",9,76
388,Aadhya,Thakur,Female,Haryana,"['Ministry of Tribal Affairs', 'Ministry of Housing and Urban Affairs', 'UPSC', 'Ministry of Law and Justice']",7,44
389,Aadhya,Laghari,Male,Andaman and Nicobar Islands,"['Ministry of Law and Justice', 'UPSC', 'Ministry of Culture']",94,54
